f0,f1,f2,f3,f4,f5,target
1.8114190222047577,-0.34784797101659237,-0.3871847576635138,1.665683909444972,-0.040624367050624,-1.1618403721815562,1
3.9033372926048058,-0.8145329255128492,-3.2614905598967296,-0.3511742640986928,-1.9944781576405946,1.3159757086116217,1
3.652991465759299,-0.6507384993780525,0.9999136629871599,-0.3545754547373011,-1.0705140995653517,1.4344555338495661,0
2.9442678079950726,-1.5719814207996121,-0.862173419475959,-0.43295484606475904,-0.5517877433177754,-0.3892456540250442,1
-0.14374443732702202,-1.9237380701425482,1.5823968646299988,-1.2421720273924686,-0.886024671397051,0.7800258852787098,1
1.1382100635309966,0.8777013670747772,-1.0295395099074094,-0.8335001568554993,-1.8122645249505256,-0.0956173482962076,1
1.760076867796017,-0.4534306456584565,-0.7451242556374876,1.0219198824860165,-1.4615464205311102,-0.932031090817669,0
1.2288652545328205,-0.159325635883603,0.9398712628017485,-1.774231291335763,-0.8962999216013625,-1.6660103776987514,0
3.186365791957609,1.8077602207735677,-2.78096237433256,0.5533644520215902,-0.9395678945663383,-2.1314021328781223,1
-0.38293371454205527,0.06023870927873409,0.9644430336696834,0.9924432966582861,0.6550949650772508,0.4083059536920206,1
-0.7567444199099094,-1.1600829622691022,0.2389184305670078,2.1865425051757894,0.07201661414723382,-2.958360391246697,0
3.235434464040922,-0.6995511631861377,0.5217370813931843,-0.8139369026984262,-0.5432595543631604,1.7670362189359128,0
3.14693100976968,0.2024980071945192,-1.9087524250219188,-1.0478277042542825,-3.530585854092734,0.29970239042652436,0
4.209701761317926,0.38932810857460554,-0.032559663977569264,0.9201660610906691,-0.7775537369164318,0.5413457616498876,1
1.5769802372282364,-0.34753972715238435,-0.011938081292593772,0.43877340825505035,3.408426834954415,0.7862881215238429,1
1.7954517225782851,0.3393167887920551,-2.5271382116919314,0.603742209237833,0.9045661912934535,2.055658126276993,0
1.085490578305786,1.244670176817495,-0.5434386488240046,0.8528442700943412,-1.7014794558744502,-2.5749832955820313,0
3.9907393802757642,-0.5158353185841643,-1.2912180712506456,0.25326294591769244,-3.0720533021504086,-0.5033370097573975,0
-0.45757042076093457,-0.3664732479200673,-0.6585231232900726,-0.47069704180016775,-0.6669619646332869,-1.9072067066614395,0
0.7527097979624109,-0.19933161675246008,-1.2983894189526621,-0.4162841357797811,-3.7164661298446,-0.09857314745349433,0
0.22053502301575656,0.45243703869094304,1.7412520027545444,-0.579326811887211,-1.7468171043580107,1.0014158930593509,1
-0.917858119659611,-1.1788426892475445,1.7340122262114128,-0.34000267576211884,-0.7275935227196395,0.5532917325369975,1
-1.2075724265981176,-1.0064333071717706,5.042265930213673,-0.191845783812055,-0.09127376279720556,2.107769381708942,1
3.2030192683052636,-1.0436749820551625,-0.9566666547272077,-1.6631996768041113,-0.24609833883374244,2.041188285016008,0
3.165948445715442,-0.17403757636148623,-0.6295693172257448,-1.0377307779842364,-0.3488970999732024,1.9866582725672495,0
-0.0356519647982827,0.8414979062189417,-0.34332862407298426,-1.3189836999654956,3.1053455540478727,-0.05421845110320822,1
1.3942541509039375,-1.5008085638250308,0.9595601609387439,0.22903842803288998,2.0613307715815816,1.16485573808474,1
0.7643496826195546,-0.9995705122867118,2.482485548439972,0.13418414229010642,-3.886140165047845,1.5415197283305135,1
2.294447986276269,0.5382442189002953,-0.8733735540159655,1.7034009450487873,-2.1169674926821527,-3.041641984239714,1
3.789196939225378,-1.7629776570260387,0.7682758321447922,0.8165329918634078,-0.8710841891364599,-3.6287634060335274,1
-0.5056222592981268,-1.5333043156614246,-1.6930605435486776,0.03294479737508651,-2.3751010601099694,0.8695274918183562,0
-0.5273632021790826,1.4616338192045912,3.0703234418250154,-1.7609649266817167,0.7468864207085297,1.4083460917753439,1
1.2300259674509555,-0.6539236905262302,0.1745524935140782,-0.20755558915919584,0.6972025154997927,0.6772660683172296,1
